lemma,pos,freq
ok,SYM,10
daagden,PROPN,1
snee,VERB,1
klimrektikker,VERB,1
Z.o.z.,ADV,1
heibel,ADJ,4
Mediamasters,PROPN,3
bullshit,ADJ,1
stofhoop,NOUN,1
agied,NOUN,1
Lenlon,PROPN,1
daled,NOUN,1
ienleet,PROPN,1
mieb,PROPN,1
"versie,(dus",ADJ,1
Fiejona,PROPN,3
red,ADJ,1
Dokkerschool,PROPN,1
Jelmar,PROPN,1
Hiden,PROPN,1
Jen,PROPN,2
volwassenenfilm,NOUN,2
Achtste-groepers,NOUN,2
Eleze,ADJ,1
Tijden,PROPN,1
Vikky,PROPN,3
Noord-Nederlands,ADJ,2
Kampioen-,SYM,1
middagslaap,NOUN,1
geraniums,NOUN,1
rollatormaker,NOUN,1
zomm,NOUN,1
geranium,NOUN,1
doscks,NOUN,1
dansvrienid,NOUN,1
Manuelle,PROPN,1
6d,NUM,1
picknicken,NOUN,1
Kukeal,NOUN,1
weiden,VERB,1
klapperen,ADJ,1
zwemvrien,VERB,1
bosverhuis,PROPN,1
loserhuis,PROPN,1
bosurhuis,NOUN,1
seveij,ADJ,1
Pepel,PROPN,1
Miran,PROPN,1
oren,NOUN,4
afstuuren,VERB,1
poor,NOUN,1
paardenstalol,NOUN,2
reddingsactie,NOUN,2
toeschouwen,VERB,1
Yatzee,PROPN,3
ale,NOUN,1
voedel,PROPN,1
zweepje,NOUN,2
frutsel,NOUN,2
Catootje,NOUN,17
jeroentje,PROPN,6
Jeroentje,PROPN,11
Catooje,NOUN,1
Jeroentje,NUM,1
Gertje,PROPN,1
Aamirieko,PROPN,4
Ieh,VERB,1
aAmirieko,PROPN,1
discofees,NOUN,2
Maurik,PROPN,1
F-jeugd,NOUN,2
E-jeugd,NOUN,2
D-jeugd,NOUN,1
A-jeugd,NOUN,1
B-jeugd,NOUN,1
recreant,NOUN,3
0-bal,SYM,1
1-bal,NUM,1
2-bal,PUNCT,1
Aciadream,PROPN,1
Umgada,PROPN,1
Strik,NOUN,2
drager,NOUN,1
hoc-,SYM,1
keywedstrijd,NOUN,1
ZOndag,PROPN,1
85j7rafael8b,PROPN,1
pallo,PROPN,2
Benaja,PROPN,4
Pallo,PROPN,1
kwadrant,NOUN,2
minimuis,PROPN,1
Zepp,PROPN,3
Jovi,PROPN,3
varkenshaar,NOUN,1
drollenwerper,NOUN,1
stripclub,NOUN,4
verjaardagfeest,NOUN,1
duikvluchten,NOUN,1
verd.,X,1
Luilekkerplaneet,PROPN,4
Marsrepenland,PROPN,4
Marsreepmannetjes,PROPN,2
Marsreep,PROPN,2
Karamelkasteel,PROPN,1
Wiiwiiiiwiiwiewie,PROPN,1
Marsma,PROPN,2
Luilekkerplaneet,NOUN,2
Delin,PROPN,1
Papiermaché,PROPN,1
plakt,VERB,1
Kuikentjes,NOUN,1
6-5-7,SYM,1
samenwon,NOUN,1
kuis,ADJ,1
riest,ADJ,1
montur,SYM,1
sliijpen,VERB,1
piren,NOUN,1
laager,NOUN,1
ries,PROPN,1
nouw,NOUN,1
stout,PROPN,2
koonijn,PROPN,1
trien,ADJ,1
Trackmania,PROPN,2
Spore,PROPN,2
Gale10,PROPN,1
Huk,PROPN,1
kom/bak,NOUN,1
k.g.k,SYM,1
terugpraten,VERB,1
guij,NOUN,1
bg,SYM,1
honderdtien,NUM,2
kwort,NOUN,1
Welles,NOUN,3
Nietes,SYM,2
Welles,SYM,3
mopshondje,NOUN,1
hod,NOUN,1
konining,NOUN,1
Jipijajee,SYM,1
hijis,PROPN,1
"zei:""Welk",ADV,1
tvkijken,PROPN,1
Plankton,PROPN,2
wasberen,NOUN,3
Gnor,PROPN,2
buor,NOUN,1
Jolie,SYM,2
Herte,PROPN,1
ergens,NOUN,4
politieshows,NOUN,1
vechthows,ADJ,1
snoepzaken,NOUN,1
suikerspinwinkel,NOUN,1
chocowinkel,NOUN,1
Ice,PROPN,5
broodje/koek,NOUN,1
Harrt,PROPN,2
14/10/10,SYM,1
verkeerspech,NOUN,3
Nederlandds,PROPN,1
Mellema,PROPN,1
leerzamen,NOUN,1
Demian,PROPN,4
ps2,SYM,1
overblijfjuf,NOUN,7
nder,ADV,1
Schij,SYM,1
uitblazen,VERB,5
counteraanval,NOUN,1
Jayden,NOUN,2
LOI,PROPN,1
Kidzz,PROPN,1
KickFun,NOUN,1
motorcrossen,VERB,4
woel,NOUN,1
topografietoets,NOUN,1
Havermout,PROPN,1
Cho,PROPN,2
Supertomaat,NOUN,2
giechel,NOUN,1
steffanie,NOUN,3
Toto,PROPN,21
Donutman,PROPN,4
Steffanie,NOUN,1
gniffelen,VERB,1
gummybeer,NOUN,1
euhh,ADV,3
euhh,ADJ,1
Steffani,PROPN,1
Augurkman,PROPN,1
donutbandiet,NOUN,2
Augurk,PROPN,10
donutman,PROPN,1
-bank,SYM,1
-geld-opneem-balie,PUNCT,1
takkewijfen,ADJ,1
neppistooltje,NOUN,1
pju,SYM,1
geluidseffect,NOUN,3
"""De",ADJ,1
Whoem,PROPN,1
Superdonut,NOUN,1
Donutman,NOUN,1
donutbandiet,VERB,1
Gepakt,ADJ,1
commesaris,PROPN,1
meloen,PROPN,1
dankuwel,PROPN,1
heldenactie,NOUN,1
brandspui,NOUN,1
gedooft,PROPN,1
Rozaline,PROPN,1
Aristokat,NOUN,1
neonatologieverpleegkundig,ADJ,6
watten,VERB,1
eeeh,PROPN,1
verhuisten,VERB,1
Ziggij,PROPN,1
brieftekst,NOUN,1
persoonsvormkaart,NOUN,1
Aanhalingsteken,ADV,1
Annejet,PROPN,1
zwemgroep,NOUN,1
verhaal/stelling,PROPN,2
raadsels,NOUN,1
buitenmens,NOUN,3
binnenmen,NOUN,4
Dobenmann,PROPN,1
Spaiky,PROPN,1
Xena,PROPN,1
endel,NOUN,1
Rubel,PROPN,1
windroos,ADJ,1
liefhebben,VERB,1
Vlieg-,DET,1
octaan,VERB,1
technologisch,ADJ,2
slapjes,NOUN,1
vanzelfsprekend,ADJ,2
Chen,PROPN,9
Jun,PROPN,7
Fijner,NOUN,1
introductie,NOUN,2
Sliep,VERB,1
goled,NOUN,1
heab,NOUN,2
politi,NOUN,1
uitkwijlen,VERB,1
ge-Xboxt,VERB,1
dit-dat-zit-zo,PROPN,1
Efermoor,PROPN,1
kamersleutel,NOUN,1
Evermoord,PROPN,1
Zuid-Pieterslaan,PROPN,1
zuurstof-,SYM,1
Heliosen,PROPN,1
speelcomputer,NOUN,1
weuraan,PROPN,1
stickie,NOUN,2
v-tjes,NOUN,2
v2,PROPN,1
freeze,NOUN,1
Gaastrajassen,PROPN,1
Nikevesten,PROPN,1
1867,NUM,3
ruzie,PROPN,1
Johanse,VERB,1
rioolput,NOUN,1
Perenboom,PROPN,1
Signisschool,PROPN,1
Ömer,PROPN,2
zat,ADV,2
ijeit,NOUN,1
Claas,PROPN,3
Deutz,PROPN,3
jonhdeer,ADJ,1
Fent,NOUN,1
Valtra,PROPN,1
Newholland,PROPN,1
verte,PROPN,6
spelt,NOUN,1
helen,SYM,1
okk,NOUN,1
nope,NOUN,1
Evers,PROPN,1
pro-drummer,NOUN,1
drumde,NOUN,1
jaarmarkt,NOUN,5
drumstell,NOUN,1
Aaltje,PROPN,12
Jeeh,PROPN,3
Stoelen,NOUN,2
Poe,NOUN,2
9-jaarsprik,ADJ,1
takkemaal,PROPN,1
prikje,NOUN,2
Snoepplant,PROPN,1
102501679,NUM,1
10651101256,NUM,1
Meiel,PROPN,1
beek,NOUN,4
broom,NOUN,1
kin-,SYM,3
schill,NOUN,1
kreukelen,VERB,1
vrouwen/mannen,NOUN,1
opa/oma,PROPN,1
chatwoorden,ADJ,1
chatwoorden,NOUN,1
middageten,NOUN,1
luipaarde,NOUN,1
transformeerfase,NOUN,1
superkrachten,NOUN,2
paarden-,SYM,2
hondengek,NOUN,1
leeuwengek,ADJ,1
tijgergek,NOUN,1
olifantengek,NOUN,1
zebragek,VERB,1
konijnengek,NOUN,1
vossengek,NOUN,1
moviestarplanet,PROPN,1
Babelbijns,NOUN,1
ofline,NOUN,1
traptree,NOUN,1
vmbo-t/havo,PROPN,2
Walewijc,NOUN,2
12:48,NUM,1
minpuntje,NOUN,1
leageu,PROPN,1
summoners,NOUN,4
Noxes,PROPN,2
Piltower,PROPN,1
Nexus,NOUN,1
ruiver,NOUN,1
verzor,NOUN,1
-gers,SYM,1
hageslag,NOUN,1
fruit,PROPN,1
dansvereniging,NOUN,1
Sunrise,PROPN,2
Junior,NOUN,3
Freestyle,PROPN,2
Lofke,PROPN,1
selectiegroep,NOUN,4
dansjuffrouw,NOUN,1
buurmann,NOUN,2
overgezetten,VERB,1
gelucht,VERB,1
schaduwplek,NOUN,1
c9,PROPN,1
mechiel,PROPN,1
Bejon,PROPN,1
griezeltaart,NOUN,1
knabbelsticks,NOUN,1
reddingshinden,NOUN,1
kaasplakje,NOUN,2
afspring,ADJ,1
neonvis,NOUN,1
tw,NOUN,1
Texel,NOUN,2
Tanne,NOUN,2
Logt,PROPN,2
waterveld,NOUN,1
schout,PROPN,1
Mid-mid,PROPN,1
Linksmidden,NOUN,1
broek/rok,NOUN,1
kniekou,NOUN,1
poloshirt,NOUN,1
beschermlaagje,NOUN,3
ielvd,NOUN,1
neigen,VERB,1
dduik,NOUN,1
duitsland-Portugal,PROPN,1
uitgourmetten,VERB,1
Angelige,ADJ,1
uitlaatplek,VERB,1
Zzzzzzz,PROPN,1
h,ADV,1
ff-even,NOUN,1
069152,NUM,2
tooooo,NOUN,1
Jek,NOUN,1
Gehuil,PROPN,1
8effen,ADV,1
8erstevoren,PROPN,1
-50,SYM,1
-95,NOUN,1
ijswater,NOUN,1
Annelotte,NOUN,1
Anne-Lotte,PROPN,1
vrijgelaten,VERB,2
Fessa,PROPN,1
Topio,PROPN,1
Overgeef,PROPN,1
Nano,PROPN,1
cakeje,ADJ,1
caddeau,NOUN,1
derna,NOUN,1
Boloo,PROPN,1
Borren,NOUN,1
dis,SYM,3
Buin,PROPN,1
Tepla,PROPN,1
DS.,NOUN,3
Seaa,PROPN,1
CSyrië,NOUN,1
nitraat,NOUN,2
actievoerder,NOUN,1
gass,NOUN,1
vergisten,VERB,1
patly,NOUN,1
ponygered,VERB,1
Sharlotten,NOUN,1
vergoeden,VERB,2
Konatr,NOUN,1
heeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeel,NOUN,1
folume,NOUN,1
x.,SYM,3
uile,NOUN,1
chips,PROPN,5
splees,NOUN,1
achtbijn,NOUN,1
dagtocht,NOUN,1
W.S.C,NOUN,1
rortweiler,NOUN,1
Karzan,PROPN,1
Guusje,SYM,2
Gareel,NOUN,1
paardenspulol,NOUN,1
hinderburg,PROPN,1
vechtvliegtuigen,NOUN,2
pantsren,VERB,2
oncomfortabel,ADJ,1
heli,PROPN,1
Apache,PROPN,1
Legervliegtuigen,NOUN,1
bommenwerper,NOUN,4
Chinoek,PROPN,1
890,NUM,1
verkeersless,NOUN,1
79%,SYM,1
verongelukken,NOUN,2
Smpiet,PROPN,1
Buspiet,PROPN,1
laas,PROPN,2
Duckmuseum,PROPN,1
Duckwacht,PROPN,1
Jeee,NOUN,2
C5,PROPN,1
Pom,INTJ,1
weestation,NOUN,1
scanner,NOUN,1
Ole,DET,1
Episode,PROPN,1
v1,NUM,1
redde,VERB,1
Leia,PROPN,1
keizerrijk,NOUN,3
Hapsoola,PROPN,1
mulan,PROPN,1
Qaud,PROPN,1
Minibike,PROPN,1
mesen,NOUN,1
Tsjechisch.n,X,1
Ono,PROPN,1
Mienk,PROPN,1
buitenhond,NOUN,1
snufflen,VERB,2
Pieton,PROPN,1
griezelkerkhof,NOUN,1
It,NOUN,1
Proftrainer,NOUN,1
Proftrainer,PROPN,1
thuistenue,NOUN,5
v,ADJ,2
Travis,PROPN,1
md1,NOUN,2
russen,PROPN,2
Chop,PROPN,10
JVAB,PROPN,1
JVOZ,NOUN,1
Mayno,PROPN,4
Barca-jas,PROPN,1
domineren,VERB,1
drachtig,ADJ,2
twaalfhonderd,NUM,1
Kavom,PROPN,1
Westi,SYM,1
Hasan,PROPN,3
Gipp,PROPN,2
21-1,SYM,2
wakkergemaken,VERB,1
benenden,NOUN,1
Veerstal,PROPN,2
naar/in,ADP,1
klojo,NOUN,2
Plotukom,NOUN,1
oplett,NOUN,1
Typecuses,PROPN,1
Abc-tje,SYM,1
Vertrek,SYM,1
elbobus,NOUN,1
handenvol,NOUN,2
family,NOUN,1
jeugdadjudant,NOUN,1
transfer,NOUN,3
Stuttgart,PROPN,2
Riberij,NOUN,1
bekleden,VERB,2
cl,PROPN,1
racemotor,NOUN,1
alarmsysteem,NOUN,1
waakrobot,NOUN,1
wachter,VERB,1
weekend,VERB,2
scoutingkamp,VERB,1
uitmest,PROPN,1
spellingslessen,NOUN,1
plaagt,VERB,1
havenmeester,NOUN,2
Olympia,PROPN,8
Civitas,PROPN,1
kamp,PROPN,7
noaka,NOUN,1
pinksterkamp,NOUN,1
pikkie,NOUN,3
kwartiermeester,NOUN,2
bootsman,NOUN,2
Zeilen,VERB,1
paalsteek,NOUN,1
mastworp,NOUN,2
Bestevaer,PROPN,1
Dijksma,PROPN,4
mopper,NOUN,2
lolof,NOUN,1
Roozi,PROPN,1
aardbeienfontein,NOUN,1
pastei,NOUN,1
Arman,PROPN,14
eredivisieploeg,ADJ,1
Jupiler-ploegen,VERB,1
Helmond,PROPN,2
tranfer,NOUN,1
Bikj,NOUN,1
fsla,NOUN,1
23.30,ADV,1
W8-l8kr8,NOUN,1
hagama,NOUN,1
Haneke,PROPN,2
bouillon,NOUN,1
Aardappelen,NOUN,1
N.M.E.,PROPN,1
twee-anderhalf,NOUN,1
middelvelder,NOUN,1
Exloevemond,PROPN,1
duck-boek,NOUN,1
slottot,NOUN,1
12-01-15,SYM,1
Scorpios,PROPN,5
Filippus,PROPN,2
Donk,PROPN,3
Botsauto's,NOUN,1
suikerspintent,NOUN,1
oliebollentent,PROPN,1
snoeptent,NOUN,1
cakewalk,NOUN,1
kner,NOUN,1
net,PROPN,1
znen,VERB,1
yogidrink,PROPN,1
bnamek,VERB,1
arbijnenmelk,PROPN,1
haatten,VERB,1
konijn,VERB,3
si,ADJ,1
guken,VERB,1
sv'Juliana'31,PROPN,2
Wanroy,PROPN,1
scheidsrecht,NOUN,1
kandelaar,PROPN,3
Henne,PROPN,3
dh,PROPN,1
Peperstraat,PROPN,1
Lievelingsfilm,PROPN,1
Lievelingsgame,PROPN,1
imant,ADJ,1
out,PROPN,1
vanaafont,NOUN,1
cadotjes,NOUN,2
jeanny,NOUN,1
lentekriebel,ADJ,3
Sunnieday,PROPN,2
trispo,NOUN,1
Fobba,PROPN,1
effen,SYM,2
Sijtske,PROPN,3
Reksi,PROPN,1
Kost,VERB,4
hjb,PROPN,2
inktpot,NOUN,4
slijt,VERB,1
knoeit,NOUN,1
visspul,NOUN,1
visspulal,NOUN,1
reel,NOUN,1
aangeslagen,VERB,1
Rutbeek,PROPN,1
Chiawaa,PROPN,1
Gd,INTJ,1
Superbal,NOUN,1
nl,PRON,1
hullen,VERB,1
Robet,NOUN,2
Ant,PROPN,2
bendn,NOUN,1
Robet,PROPN,2
sluipt,NOUN,1
tapt,NOUN,1
Robut,NOUN,1
stu,NOUN,1
verdook,NOUN,1
ilr,NOUN,1
Robrt,PROPN,1
Liete,VERB,1
lcedwe,NOUN,1
Tobrt,PROPN,2
Rbet,PROPN,1
erelin,NOUN,1
Var,PROPN,1
ve,CCONJ,2
Poppins,PROPN,3
stoelen,VERB,1
staaret,NOUN,4
vispas,NOUN,4
kamme,NOUN,1
puggle,NOUN,1
dentastick,NOUN,1
flapper,NOUN,1
flappertje,NOUN,1
frietzak,ADJ,1
blaas,VERB,2
flappert,NOUN,1
morning,SYM,2
dUS,NOUN,1
KIJK,VERB,2
JEZELF,SYM,1
Emin,PROPN,2
Auwintes,NOUN,1
meestal,VERB,2
ll,DET,1
Liel,PROPN,4
N,VERB,1
mini-eiland,NOUN,1
ugte,NOUN,1
trater,NOUN,1
zjen,ADJ,1
Frankijk,PROPN,1
Öze,PROPN,1
Tugcenur,PROPN,1
dwerghond,PROPN,1
dwerghonden,NOUN,1
overblijfouder,NOUN,1
klaagden,VERB,1
adoptiekinder,NOUN,1
turnlerares,NOUN,1
Judith,SYM,1
brulkikker,NOUN,2
spraakschrijven,VERB,1
zweeft/vliegt,NOUN,1
vliegt/zweeft,NOUN,1
biogas,NOUN,1
rivierwater,NOUN,2
moeraswater,NOUN,2
zitter,NOUN,1
spionageplek,VERB,1
vuurcirkels,NOUN,1
pffoe,NOUN,1
oerwoudprins,PROPN,1
J-ja,NOUN,3
oerwoudprinses,NOUN,1
Bord,NOUN,3
Zhorna,PROPN,1
F',ADJ,1
E'tjes,PROPN,4
gemakt,VERB,1
snaptten,VERB,2
Jup,SYM,1
Malden/Nijmegen,SYM,1
draaipaneel,VERB,1
longstichting,NOUN,1
Tesla,PROPN,3
omstebeurn,VERB,3
zooov,ADJ,1
lichij,PROPN,1
faik,PROPN,1
Kristina,PROPN,1
skateboarder,NOUN,3
megaramp,PROPN,2
groenrode,NOUN,1
Junkiehaar,PROPN,1
pukkelneus,NOUN,1
aankijk,VERB,1
schietvereniging,NOUN,2
tandoori,NUM,1
Kyla,DET,1
Kyla,ADV,1
scherven,VERB,1
Noord-Limburg,PROPN,2
slavinken,NOUN,1
vebrandde,NOUN,1
spelletjesdoos,NOUN,1
bess,NOUN,1
rooft,PROPN,1
ticho,PROPN,1
dierenspeelt,NOUN,1
wereldramp,NOUN,2
Iselda,PROPN,5
Romaralde,ADJ,1
knalerwt,NOUN,4
trektouwtjes,NOUN,1
zesjarig,NOUN,1
Uuuuuuh,PROPN,1
tafelkleed,NOUN,6
aardbeientaart,NOUN,4
Zwerver,NOUN,1
lievelingsshirt,NOUN,5
Katty,PROPN,3
Rianna,PROPN,2
Pit,PROPN,3
Boole,PROPN,1
vliegding,NOUN,1
duwt,VERB,1
druppelt,PROPN,1
drupt,ADJ,1
blubt,NOUN,4
lekt,VERB,1
splasht,PROPN,2
sfeervol,ADJ,2
typfou,NOUN,1
Schrijffoutje,PROPN,1
koehandel,NOUN,3
vrouwtjeswolf,NOUN,1
wolv,NOUN,1
Paskal,PROPN,1
Warsema,PROPN,1
Tap,PROPN,1
dolfijnentrainst,ADJ,2
dieren/mensen/klas,PROPN,1
trompetles,NOUN,1
leeuwenkudde,NOUN,1
opgepikken,VERB,2
09:04,SYM,1
meetelde,VERB,1
thijme,PROPN,2
afgestudeerd,VERB,3
negentien,ADJ,4
Mode-ontwerper,NOUN,1
Guitty,PROPN,1
hyland,PROPN,1
hartproblemen,NOUN,1
babydiert,ADJ,1
duur,VERB,1
eftling,PROPN,1
soff,NOUN,1
anuer,NOUN,1
achrou,SYM,1
Verbaasd,VERB,1
honderdduizend,ADJ,1
miljoen,ADV,1
blahallo,PROPN,1
1000001e,NUM,2
zzzz,PROPN,4
zus/,NOUN,1
broer/oma/kind,PROPN,1
waGa,NOUN,1
kinderopvang,NOUN,3
tsjonlling,NOUN,1
Shirbey,PROPN,1
erwtsoep,NOUN,2
citroencake,NOUN,2
lakje,NOUN,1
citroencak,ADJ,1
proefkonijnen,VERB,1
Kero,PROPN,3
Dn,PROPN,2
---------------------------------------------------------------------Ik,SYM,1
dildo,NOUN,1
dk,PROPN,1
telden,VERB,2
Pleuns,PROPN,2
Download,VERB,2
Biertendekes,PROPN,1
Sprang-Capelle,PROPN,2
Waspik,PROPN,2
themalanden,NOUN,2
U.S.A.,PROPN,2
Fantasyland,PROPN,2
Frontierland,PROPN,1
Adventureland,PROPN,1
Discoveryland,PROPN,1
josje,PROPN,1
indianenlied,NOUN,1
mof,NOUN,2
NSB,PROPN,1
NSB'ers,NOUN,1
vvroeger,PROPN,1
lenteweer,NOUN,1
ganzenkuikens,NOUN,1
Schoolstraat,PROPN,1
kickbokswedstrijd,NOUN,1
Superzenuwachtig,ADJ,2
Luckie,PROPN,1
Lukcie,PROPN,2
jep,INTJ,1
Lucki,NOUN,1
meevervoeren,NOUN,2
Stad,PROPN,3
vrijgezel,NOUN,1
0000-0001,SYM,1
sniper,VERB,1
afpraatten,VERB,4
spierballen,NOUN,1
Mitchel,NOUN,2
wintervoorraad,NOUN,1
uitgepraat,VERB,2
Binne,PROPN,1
filmsterar,NOUN,1
elmis,NOUN,1
isin,NOUN,1
ocls,NOUN,1
hoct,NOUN,1
ceten,VERB,1
yetyen,NOUN,1
dribbelaar,NOUN,1
Ride,PROPN,1
sleutelbak,NOUN,2
graaide,NOUN,1
convector,NOUN,1
paouni,NOUN,1
welt,NOUN,1
uur,VERB,1
steekel,NOUN,1
zaarus,ADJ,1
viseter,NOUN,1
meteorie,NOUN,1
Farm,PROPN,4
Ville,SYM,1
Puppie,NOUN,2
strijkkraol,NOUN,2
bodycare,NOUN,1
Yenthe,PROPN,2
tiemesen,NOUN,1
patatkraam,NOUN,2
mobeltreintjes,NOUN,1
vanalle,PRON,1
milka-ko,PROPN,1
verovertje,VERB,1
uilennest,NOUN,2
surbie,PROPN,1
avonturenboeken,PROPN,1
drakenboek,NOUN,1
Céline,PROPN,1
uuren,NOUN,1
wanneer,PROPN,1
Elza,NOUN,1
achterneefjes,ADJ,1
Waultrorss,PROPN,1
Dwain,PROPN,2
Aramis,PROPN,1
Chaka,PROPN,1
Anderson,PROPN,1
Kaly,PROPN,1
Kyena,PROPN,1
Variksa,PROPN,1
Dijanara,PROPN,1
Kyarce,PROPN,1
Chetty,PROPN,1
Griet,PROPN,1
Anne-Jan,PROPN,1
Leonela,PROPN,1
Hillie,PROPN,1
Lokke,PROPN,1
Willi,PROPN,2
albertiene,NOUN,1
Indira,PROPN,2
hoonde,PRON,1
diervriendelijkheid,NOUN,1
zieig,PRON,1
vanaaf,NOUN,1
stokoud,ADV,1
s-Winters,NOUN,1
s-Zomers,NOUN,1
I-Pad,PROPN,1
speciaalste,SYM,1
n8,SYM,2
N8,PROPN,1
s'Avonds,PROPN,1
taatuutaatuu,PROPN,1
Elten,PROPN,1
sneeuwlaars,NOUN,1
Minioms,PROPN,1
"3,-",NUM,1
trampe,NOUN,1
babystoel,NOUN,1
Popjes,NOUN,1
Vier,NUM,2
foort,NOUN,1
54,SYM,2
Flame,PROPN,4
waf,DET,1
voetbalvideogames,NOUN,1
Meinke,PROPN,5
leuksten,VERB,1
Jellen,PROPN,1
fruitmand,NOUN,8
geliefde,ADJ,1
aaa,VERB,1
Chiwauwa,NOUN,1
Keicool,SYM,1
Viana,PROPN,2
panikeren,VERB,3
lukie,NOUN,1
Lith,PROPN,3
Lith-Ooij,PROPN,1
Ooij,PROPN,1
versoptik,NOUN,1
kindd,NOUN,1
boodschapen,VERB,2
dwerghamster,PROPN,1
doezelen,VERB,1
Hamsteren,NOUN,1
woesjjj,SYM,1
Boshoven,PROPN,1
Faiza,PROPN,2
Liyana,PROPN,2
CiH,PROPN,1
Schouten,PROPN,1
Hoogendijk,PROPN,1
Yongsma,PROPN,1
Folgert,PROPN,1
familiegeschiedenis,NOUN,2
Pad,PROPN,7
onderwaterboot,NOUN,1
Ching-Li,PROPN,2
Ching-Li,SYM,1
wagendief,ADJ,1
bandenspuiren,NOUN,2
binnenstoram,NOUN,1
oeseoese,NOUN,1
rgergeren,ADJ,1
Bunker,PROPN,1
Magarita,PROPN,1
garnalenboot,NOUN,1
eventingsport,NOUN,1
eventing,NOUN,1
wedstrijdbak,NOUN,1
minigol,NOUN,1
Waterbuurman,PROPN,1
Cjantal,PROPN,1
Labbert,PROPN,1
Krokenst,PROPN,1
jekorg,NOUN,1
Eimoon,PROPN,1
Jerben,NOUN,1
Rieja,PROPN,1
Teeioo,ADJ,1
Marijan,PROPN,2
Get.,PROPN,1
Rijja,PROPN,1
Teio,PROPN,1
engenborg,PROPN,1
zaccht,ADJ,1
Svea,PROPN,6
Nore,PROPN,7
4723,NUM,1
intypte,NOUN,1
typt,NOUN,2
hondenvanger,NOUN,1
hondenjacht,NOUN,1
Paashaasje,NOUN,1
paardrij-juffrouw,NOUN,1
paardenvriendenboek,NOUN,2
Hanny,PROPN,2
levenslang,ADJ,1
Bull.,PROPN,1
Oole,PROPN,4
weermanen,NOUN,1
zonsveduistering,NOUN,1
wapperden,VERB,1
plantenvoeding,NOUN,1
brandveilig,ADJ,1
ikvind,VERB,1
kookdag,NOUN,1
eigeel,NOUN,1
faine,SYM,1
Moerze,PROPN,1
mai,PROPN,1
fainie,PROPN,1
Jest,PROPN,1
kied,NOUN,1
haz,NOUN,1
nydo,ADJ,1
zskoty,NOUN,1
Grindin,NOUN,1
Ladsk,PROPN,1
dDan,ADJ,3
ddat,SCONJ,4
Kellen,PROPN,4
griezelavontuur,NOUN,1
Kellen,VERB,1
Kelle,PROPN,1
afstaken,VERB,2
Ia,PROPN,1
mooier,ADJ,1
Magie,PROPN,1
oohten,VERB,3
Superman,NOUN,1
dwergplaneet,NOUN,1
meegeteld,VERB,1
opschijven,VERB,3
scheed,NOUN,1
tov,SYM,1
toy,NOUN,1
Jur,NOUN,1
sat,PROPN,2
Puke,SYM,1
duplo,PROPN,4
zil,PROPN,1
dodenherdenek,NOUN,1
telefonisch,ADJ,1
L.A.C,PROPN,1
FRISIA,PROPN,3
C.A.C.,PROPN,1
A.D.,PROPN,1
Dekkers,PROPN,3
10%,SYM,2
uitschuifbaar,ADJ,3
SSA,PROPN,6
wordtgehouid,NOUN,1
koplamp,NOUN,1
deukken,VERB,2
Slechtziende,ADJ,1
Rikje,PROPN,7
Rikje,NOUN,5
tekenschrift,NOUN,3
kleurpotloid,NOUN,2
6/7/8,NUM,2
5/4/3-jarig,ADJ,1
voortafel,NOUN,1
dubbeldaat,NOUN,1
Supernova,PROPN,3
waren-,SYM,1
Jorien,ADJ,1
Saen-Paul,PROPN,2
Speciaalgaming,PROPN,1
Kuussegat,PROPN,1
voorpluk,NOUN,1
Knotje,NOUN,1
winterwortel,NOUN,1
springhouding,NOUN,4
Stockman,PROPN,1
strafball,NOUN,1
Zwat,ADV,1
EHL,PROPN,1
CEuvo,PROPN,1
hockeyballen,NOUN,1
hockeykeeper,NOUN,1
knuffel/aai,ADJ,1
zoutoplossing,NOUN,1
drink,ADJ,1
slimmeri,SYM,1
achtjarig,ADJ,1
Cilesen,PROPN,1
ambassadeur,NOUN,2
Opkikkertoernooi,NOUN,1
Nelosja,PROPN,1
Gridelje,PROPN,1
catastrofaal,PROPN,1
www.openhob.be,SYM,1
afspreek,VERB,4
schilden,NOUN,2
Dierencentrum,NOUN,1
dierencentrum,NOUN,1
reddingsteam,NOUN,2
521,NUM,3
jors,ADJ,1
Jors,ADJ,1
laserlamp,NOUN,1
penny,SYM,1
genade,NOUN,2
verspeellen,VERB,1
verslaaf,VERB,1
fictieverhaal,NOUN,1
nonfictie,NOUN,1
niet-verzonnen,ADJ,1
Hotwheelsbaan,PROPN,1
familiegraf,PROPN,1
eest,PROPN,1
Zonnewijzer,PROPN,1
Zu,NOUN,1
nb,NOUN,1
GROTE,ADJ,1
irritatie,NOUN,1
knuffelachtig,ADJ,1
paarprogramma,NOUN,1
Mechelina,PROPN,2
Diesto,PROPN,2
Mulligens,PROPN,1
Erloo,PROPN,1
alischia,NOUN,1
Voorbeeld,VERB,1
zef,NOUN,1
Aub,PROPN,1
parbiekieft,VERB,1
Remmelt,SYM,1
Voorstraat,PROPN,1
BSCRoosendaal,ADV,1
Aliance,PROPN,1
BSC,PROPN,3
Aliante,PROPN,1
leuke/,ADJ,1
snoeppizzataart,NOUN,1
skelettenhoofd,NOUN,1
sukkelen,VERB,1
sponzellop,NOUN,1
Yoiri,NOUN,1
Grat,PROPN,1
treinfilm,NOUN,1
Hij,PRON,3
